projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,reasoning_because_this_was_complex,raw_status_text
Shared File for BCPS Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-526 BCPS Shared File Solution Ph 1,56,V1,ADSL,2023-06-16,2023-06-20,5,3,"June 16/23 - Get started on SCO, pending answer from Province",Jun 20/23 - V1 sent to Province for review,,"The send/submission date is counted with the sender, per Sam.","June 30/23 - completed
June 20/23 - V1 sent to Province for review
June 19/23 - V1 sent to Sian for approval
June 19/23 - Draft SCO with Rian for review
June 16/23 - Get started on SCO, pending answer from Province"
Shared File for BCPS Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-526 BCPS Shared File Solution Ph 1,56,V1,SIGNINGTIME,2023-06-21,2023-06-30,10,8,Jun 20/23 - V1 sent to Province for review,Jun 30/23 - completed,Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","June 30/23 - completed
June 20/23 - V1 sent to Province for review
June 19/23 - V1 sent to Sian for approval
June 19/23 - Draft SCO with Rian for review
June 16/23 - Get started on SCO, pending answer from Province"
Shared File for BCPS Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-565 BCPS Custom Hardware,57,V1,ADSL,2023-10-26,2023-10-30,5,3,Oct 26/23 - with Rian / Cathy,Oct 30/23 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Nov 8/23 - Completed
Nov 8/23 - Final version sent to Province
Nov 7/23 - Province accepted V3, final with Sian for approval
Nov 6/23 - V3 sent to Province
Nov 3/23 - requested Province expedite review; Province question with Bruce/Rian
Oct 30/23 - V1 sent to Province
Oct 30/23 - With Sian
Oct 27/23 - with Tyler
Oct 26/23 - with Rian / Cathy"
Shared File for BCPS Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-565 BCPS Custom Hardware,57,V2,CSBC,2023-10-31,2023-11-03,4,4,Oct 30/23 - V1 sent to Province,Nov 3/23 - Province question with Bruce/Rian,Version number was inferred as V1 because the source event did not name a version.,Province/CSBC context before return/signing was counted as CSBC pen time.,"Nov 8/23 - Completed
Nov 8/23 - Final version sent to Province
Nov 7/23 - Province accepted V3, final with Sian for approval
Nov 6/23 - V3 sent to Province
Nov 3/23 - requested Province expedite review; Province question with Bruce/Rian
Oct 30/23 - V1 sent to Province
Oct 30/23 - With Sian
Oct 27/23 - with Tyler
Oct 26/23 - with Rian / Cathy"
Shared File for BCPS Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-565 BCPS Custom Hardware,57,V3,ADSL,2023-11-06,2023-11-06,1,1,Nov 6/23 - V3 sent to Province,Nov 6/23 - V3 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Nov 8/23 - Completed
Nov 8/23 - Final version sent to Province
Nov 7/23 - Province accepted V3, final with Sian for approval
Nov 6/23 - V3 sent to Province
Nov 3/23 - requested Province expedite review; Province question with Bruce/Rian
Oct 30/23 - V1 sent to Province
Oct 30/23 - With Sian
Oct 27/23 - with Tyler
Oct 26/23 - with Rian / Cathy"
Shared File for BCPS Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-565 BCPS Custom Hardware,57,V3,SIGNINGTIME,2023-11-07,2023-11-07,1,1,Nov 6/23 - V3 sent to Province,"Nov 7/23 - Province accepted V3, final with Sian for approval",Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Nov 8/23 - Completed
Nov 8/23 - Final version sent to Province
Nov 7/23 - Province accepted V3, final with Sian for approval
Nov 6/23 - V3 sent to Province
Nov 3/23 - requested Province expedite review; Province question with Bruce/Rian
Oct 30/23 - V1 sent to Province
Oct 30/23 - With Sian
Oct 27/23 - with Tyler
Oct 26/23 - with Rian / Cathy"
MCCS - Service Expansion,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-696 Amd SCO-579 MCCS,58,V1,ADSL,2024-11-20,2024-12-02,13,9,"Nov 20/24 - Killian requested to extend end date, waiting on approved PCR",Dec 2/24 - V1 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Dec 17/24 - Province sent Final
Dec 12/24 - Final sent to Province
Dec 11/24 - Province agreed to move to final, with Elaine
Dec 2/24 - V1 sent to Province
Dec 2/24 - With Tyler, with Sian
Nov 20/24 - Killian requested to extend end date, waiting on approved PCR"
MCCS - Service Expansion,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-696 Amd SCO-579 MCCS,58,V1,SIGNINGTIME,2024-12-03,2024-12-11,9,7,Dec 2/24 - V1 sent to Province,"Dec 11/24 - Province agreed to move to final, with Elaine",Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Dec 17/24 - Province sent Final
Dec 12/24 - Final sent to Province
Dec 11/24 - Province agreed to move to final, with Elaine
Dec 2/24 - V1 sent to Province
Dec 2/24 - With Tyler, with Sian
Nov 20/24 - Killian requested to extend end date, waiting on approved PCR"
PAW Implementation Phase 2B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-729 PAW Phase 2b,59,V1,ADSL,2025-04-14,2025-04-17,4,4,Apr 14/25 - SOW approved,Apr 17/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Apr 24/25 - Completed
Apr 24/25 - Province sent back V2, moved to Final, sent via AdobeSign
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
PAW Implementation Phase 2B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-729 PAW Phase 2b,59,V1,SIGNINGTIME,2025-04-18,2025-04-24,7,5,Apr 17/25 - V1 sent to Province,"Apr 24/25 - Province sent back V2, moved to Final, sent via AdobeSign",Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Apr 24/25 - Completed
Apr 24/25 - Province sent back V2, moved to Final, sent via AdobeSign
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
Enhanced Logging Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-730 Enhanced Logging Phase 2,60,V1,ADSL,2025-05-21,2025-05-27,7,5,May 21/25 - with Nicole / Cathy,May 27/25 - V1 sent to Province,One or more status lines did not match the expected date format and may have been ignored. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","June 10/25 - Adobe Sign
May 27/25 - V1 sent to Province
May 22/25 - with Tyler
May 21/25 - with Nicole / Cathy
Placeholder - need # for SOW approval"
Enhanced Logging Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-730 Enhanced Logging Phase 2,60,V1,SIGNINGTIME,2025-05-28,2025-06-10,14,10,May 27/25 - V1 sent to Province,Jun 10/25 - Adobe Sign,One or more status lines did not match the expected date format and may have been ignored. | Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","June 10/25 - Adobe Sign
May 27/25 - V1 sent to Province
May 22/25 - with Tyler
May 21/25 - with Nicole / Cathy
Placeholder - need # for SOW approval"
MCCS - Service Expansion,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-735 MCCS Service Expansion,61,V1,ADSL,2025-04-11,2025-05-06,26,18,Apr 11/25 - SOW approved to move to SCO,"May 6/25 - Followed up with Sian, V1 sent to Province",Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","May 29/25 - Completed
May 26/25 - Send via AS for sigs
May 23/25 - Province agreed to move to final
May 8/25 - V2.1 rec'd; V3 sent to Province
May 6/25 - Followed up with Sian, V1 sent to Province
Apr 29/25 - With Tyler, with Sian
Apr 28/25 - With Killian and Cathy
Apr 11/25 - SOW approved to move to SCO"
MCCS - Service Expansion,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-735 MCCS Service Expansion,61,V2,CSBC,2025-05-07,2025-05-08,2,2,"May 6/25 - Followed up with Sian, V1 sent to Province",May 8/25 - V2.1 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version label normalized from V2.1 to V2 to avoid assigning the same version to both ADSL and CSBC.,"Province/CSBC owned the returned version until the return/received date. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","May 29/25 - Completed
May 26/25 - Send via AS for sigs
May 23/25 - Province agreed to move to final
May 8/25 - V2.1 rec'd; V3 sent to Province
May 6/25 - Followed up with Sian, V1 sent to Province
Apr 29/25 - With Tyler, with Sian
Apr 28/25 - With Killian and Cathy
Apr 11/25 - SOW approved to move to SCO"
MCCS - Service Expansion,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-735 MCCS Service Expansion,61,V3,ADSL,2025-05-08,2025-05-08,1,1,May 8/25 - V3 sent to Province,May 8/25 - V3 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","May 29/25 - Completed
May 26/25 - Send via AS for sigs
May 23/25 - Province agreed to move to final
May 8/25 - V2.1 rec'd; V3 sent to Province
May 6/25 - Followed up with Sian, V1 sent to Province
Apr 29/25 - With Tyler, with Sian
Apr 28/25 - With Killian and Cathy
Apr 11/25 - SOW approved to move to SCO"
MCCS - Service Expansion,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-735 MCCS Service Expansion,61,V3,SIGNINGTIME,2025-05-09,2025-05-23,15,11,May 8/25 - V3 sent to Province,May 23/25 - Province agreed to move to final,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","May 29/25 - Completed
May 26/25 - Send via AS for sigs
May 23/25 - Province agreed to move to final
May 8/25 - V2.1 rec'd; V3 sent to Province
May 6/25 - Followed up with Sian, V1 sent to Province
Apr 29/25 - With Tyler, with Sian
Apr 28/25 - With Killian and Cathy
Apr 11/25 - SOW approved to move to SCO"
Multi Cloud Connectivity,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-739 Multi-Cloud Connectivity Service,62,V1,ADSL,2025-04-11,2025-05-12,32,22,"Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue",May 12/25 - V1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-739 Multi-Cloud Connectivity Service,62,V2,CSBC,2025-05-13,2025-05-21,9,7,May 12/25 - V1 sent to Province,May 21/25 - V2.1 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version label normalized from V2.1 to V2 to avoid assigning the same version to both ADSL and CSBC.,"Province/CSBC owned the returned version until the return/received date. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-739 Multi-Cloud Connectivity Service,62,V3,ADSL,2025-05-22,2025-06-05,15,11,May 22/25 - with Killian / Sam,Jun 6/25 - Province asked for this to be expedited,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,,"July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-739 Multi-Cloud Connectivity Service,62,V4,CSBC,2025-06-06,2025-06-12,7,5,Jun 6/25 - Province asked for this to be expedited,Jun 13/25 - V3 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,,"July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-739 Multi-Cloud Connectivity Service,62,V5,ADSL,2025-06-13,2025-06-13,1,1,Jun 13/25 - V3 sent to Province,Jun 13/25 - V3 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Version label normalized from V3 to V5 to avoid assigning the same version to both ADSL and CSBC.,"The send/submission date is counted with the sender, per Sam. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-739 Multi-Cloud Connectivity Service,62,V6,CSBC,2025-06-14,2025-07-09,26,18,Jun 13/25 - V3 sent to Province,Jul 9/25 - V4 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Version label normalized from V4 to V6 to avoid assigning the same version to both ADSL and CSBC.,"Province/CSBC owned the returned version until the return/received date. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-739 Multi-Cloud Connectivity Service,62,V7,ADSL,2025-07-09,2025-07-18,10,8,Jul 9/25 - with Killian / Sam,Jul 18/25 - V5 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Version number was inferred as V5 from an unversioned ADSL/internal event. | Version label normalized from V5 to V7 to avoid assigning the same version to both ADSL and CSBC.,"The send/submission date is counted with the sender, per Sam. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-739 Multi-Cloud Connectivity Service,62,V7,SIGNINGTIME,2025-07-19,2025-07-31,13,9,Jul 18/25 - V5 sent to Province,Jul 31/25 - Adobe Sign,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Version number was inferred as V5 from an unversioned ADSL/internal event. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return. | SIGNINGTIME version label normalized from V5 to V7 so signing attaches to the last real editing version.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
MFA for VDI,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-748 MFA for VDI,63,V1,ADSL,2025-06-16,2025-06-24,9,7,"Jun 16/25 - with Erwin, Cathy, Joyce",Jun 24/25 - V1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Oct 2/25 - Adobe Sign
Sept 25/25 - V3 sent to Province
Sept 24/25 - V2 rec'd; with Nicole / Erwin
Aug 21/25 - SOW approved; V1.1 sent to Province
July 22/25 - waiting for Emma's approval of revised SOW
June 24/25 - V1 sent to Province
June 19/25 - with Sian
June 17/25 - with Tyler
June 16/25 - with Erwin, Cathy, Joyce"
MFA for VDI,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-748 MFA for VDI,63,V2,CSBC,2025-06-25,2025-07-21,27,19,Jun 24/25 - V1 sent to Province,Jul 22/25 - waiting for Emma's approval of revised SOW,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Inferred CSBC interval after Province submission because the next concrete event was ADSL/internal work on 2025-07-22.,"Province had the document after a submission, then ADSL/internal work resumed before the next submission/signing event.","Oct 2/25 - Adobe Sign
Sept 25/25 - V3 sent to Province
Sept 24/25 - V2 rec'd; with Nicole / Erwin
Aug 21/25 - SOW approved; V1.1 sent to Province
July 22/25 - waiting for Emma's approval of revised SOW
June 24/25 - V1 sent to Province
June 19/25 - with Sian
June 17/25 - with Tyler
June 16/25 - with Erwin, Cathy, Joyce"
MFA for VDI,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-748 MFA for VDI,63,V1.1,ADSL,2025-07-22,2025-08-21,31,23,Jul 22/25 - waiting for Emma's approval of revised SOW,Aug 21/25 - V1.1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,"The send/submission date is counted with the sender, per Sam.","Oct 2/25 - Adobe Sign
Sept 25/25 - V3 sent to Province
Sept 24/25 - V2 rec'd; with Nicole / Erwin
Aug 21/25 - SOW approved; V1.1 sent to Province
July 22/25 - waiting for Emma's approval of revised SOW
June 24/25 - V1 sent to Province
June 19/25 - with Sian
June 17/25 - with Tyler
June 16/25 - with Erwin, Cathy, Joyce"
MFA for VDI,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-748 MFA for VDI,63,V2,CSBC,2025-08-22,2025-09-24,34,24,Aug 21/25 - V1.1 sent to Province,Sep 24/25 - V2 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,Province/CSBC owned the returned version until the return/received date.,"Oct 2/25 - Adobe Sign
Sept 25/25 - V3 sent to Province
Sept 24/25 - V2 rec'd; with Nicole / Erwin
Aug 21/25 - SOW approved; V1.1 sent to Province
July 22/25 - waiting for Emma's approval of revised SOW
June 24/25 - V1 sent to Province
June 19/25 - with Sian
June 17/25 - with Tyler
June 16/25 - with Erwin, Cathy, Joyce"
MFA for VDI,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-748 MFA for VDI,63,V3,ADSL,2025-09-25,2025-09-25,1,1,Sep 25/25 - V3 sent to Province,Sep 25/25 - V3 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,"The send/submission date is counted with the sender, per Sam.","Oct 2/25 - Adobe Sign
Sept 25/25 - V3 sent to Province
Sept 24/25 - V2 rec'd; with Nicole / Erwin
Aug 21/25 - SOW approved; V1.1 sent to Province
July 22/25 - waiting for Emma's approval of revised SOW
June 24/25 - V1 sent to Province
June 19/25 - with Sian
June 17/25 - with Tyler
June 16/25 - with Erwin, Cathy, Joyce"
MFA for VDI,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-748 MFA for VDI,63,V3,SIGNINGTIME,2025-09-26,2025-10-02,7,5,Sep 25/25 - V3 sent to Province,Oct 2/25 - Adobe Sign,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Oct 2/25 - Adobe Sign
Sept 25/25 - V3 sent to Province
Sept 24/25 - V2 rec'd; with Nicole / Erwin
Aug 21/25 - SOW approved; V1.1 sent to Province
July 22/25 - waiting for Emma's approval of revised SOW
June 24/25 - V1 sent to Province
June 19/25 - with Sian
June 17/25 - with Tyler
June 16/25 - with Erwin, Cathy, Joyce"
MFA for BC SAG,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-752 Amd SCO-443 MFA for BC SAG,64,V1,ADSL,2025-07-04,2025-07-07,4,2,"July 4/25 - Dan Deane confirmed servers; SCO updated, with Tyler",Jul 7/25 - V1 sent to Province,One or more status lines did not match the expected date format and may have been ignored. | Decimal/interim version numbers appear; confirm the intended version labels.,"The send/submission date is counted with the sender, per Sam.","Sept 22/25 - Cancelled
Sept 16/25 - Carol confirmed it can be cancelled.
July 28/25 - V2.1 rec'd; with Cathy
July 7/25 - V1 sent to Province
July 4/25 - Dan Deane confirmed servers; SCO updated, with Tyler
With Alex Thompson to confirm servers"
MFA for BC SAG,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-752 Amd SCO-443 MFA for BC SAG,64,V2,CSBC,2025-07-08,2025-07-28,21,15,Jul 7/25 - V1 sent to Province,Jul 28/25 - V2.1 rec'd,One or more status lines did not match the expected date format and may have been ignored. | Decimal/interim version numbers appear; confirm the intended version labels. | Version label normalized from V2.1 to V2 to avoid assigning the same version to both ADSL and CSBC.,"Province/CSBC owned the returned version until the return/received date. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","Sept 22/25 - Cancelled
Sept 16/25 - Carol confirmed it can be cancelled.
July 28/25 - V2.1 rec'd; with Cathy
July 7/25 - V1 sent to Province
July 4/25 - Dan Deane confirmed servers; SCO updated, with Tyler
With Alex Thompson to confirm servers"
MFA for BC SAG,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-752 Amd SCO-443 MFA for BC SAG,64,V3,ADSL,2025-07-28,2025-09-22,57,41,Jul 28/25 - with Cathy,Sep 22/25 - Cancelled,One or more status lines did not match the expected date format and may have been ignored. | Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V3 from an unversioned ADSL/internal event. | No final/signing event was parsed; confirm this interval end.,,"Sept 22/25 - Cancelled
Sept 16/25 - Carol confirmed it can be cancelled.
July 28/25 - V2.1 rec'd; with Cathy
July 7/25 - V1 sent to Province
July 4/25 - Dan Deane confirmed servers; SCO updated, with Tyler
With Alex Thompson to confirm servers"
3PG Refresh,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-757 Amd SCO-712 3PG Refresh,65,V1,ADSL,2025-08-05,2025-08-06,2,2,Aug 5/25 - with Cathy,Aug 6/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Aug 18/25 - Adobe Sign
Aug 6/25 - V1 sent to Province
Aug 5/25 - with Cathy"
