projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,reasoning_because_this_was_complex,raw_status_text
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-756 Amd SCO-743 iStore Replacement,35,V2,CSBC,2025-08-02,2025-08-06,5,3,Aug 1/25 - V1 sent to Province,Aug 6/25 - V1.1 sent to Province,V1.1 was sent while prior inferred V2 CSBC interval was still open; confirm missing return sequence.,,"Oct 31/25 - Signed
Aug 6/25 - V1.1 sent to Province
Aug 1/25 - V1 sent to Province
July 18/25 - with Michelle / Cathy"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-756 Amd SCO-743 iStore Replacement,35,V1.1,ADSL,2025-08-06,2025-08-06,1,1,Aug 6/25 - V1.1 sent to Province,Aug 6/25 - V1.1 sent to Province,V1.1 was sent while prior inferred V2 CSBC interval was still open; confirm missing return sequence.,,"Oct 31/25 - Signed
Aug 6/25 - V1.1 sent to Province
Aug 1/25 - V1 sent to Province
July 18/25 - with Michelle / Cathy"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-756 Amd SCO-743 iStore Replacement,35,V1.1,SIGNINGTIME,2025-08-07,2025-08-07,1,1,Aug 6/25 - V1.1 sent to Province,Aug 6/25 - V1.1 sent to Province,,"V1.1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Oct 31/25 - Signed
Aug 6/25 - V1.1 sent to Province
Aug 1/25 - V1 sent to Province
July 18/25 - with Michelle / Cathy"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-757 Amd SCO-712 3PG Refresh,36,V1,ADSL,2025-08-05,2025-08-06,2,2,Aug 5/25 - with Cathy,Aug 6/25 - V1 sent to Province,,,"Aug 20/25 - Signed
Aug 6/25 - V1 sent to Province
Aug 5/25 - with Cathy"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-757 Amd SCO-712 3PG Refresh,36,V1,SIGNINGTIME,2025-08-07,2025-08-07,1,1,Aug 6/25 - V1 sent to Province,Aug 6/25 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Aug 20/25 - Signed
Aug 6/25 - V1 sent to Province
Aug 5/25 - with Cathy"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-768 Amd SCO-712 3PG Refresh,37,V1,ADSL,2025-11-24,2025-11-25,2,2,Nov 24/25 - with Erwin / Cathy,Nov 25/25 - V1 sent to Province,,,"Dec 11/25 - Signed
Nov 25/25 - V1 sent to Province
Nov 24/25 - with Erwin / Cathy"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-768 Amd SCO-712 3PG Refresh,37,V1,SIGNINGTIME,2025-11-26,2025-11-26,1,1,Nov 25/25 - V1 sent to Province,Nov 25/25 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Dec 11/25 - Signed
Nov 25/25 - V1 sent to Province
Nov 24/25 - with Erwin / Cathy"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-771 Amd SCO-743 iStore Replacement,38,V1,ADSL,2025-12-17,2025-12-18,2,2,Dec 17/25 - with Sian,Dec 18/25 - V1 sent to Province,,,"Jan 16/26 - Signed
Jan 13/26 - V2 rec'd; Adobe Sign
Dec 18/25 - V1 sent to Province
Dec 17/25 - with Sian"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-771 Amd SCO-743 iStore Replacement,38,V1,SIGNINGTIME,2025-12-19,2026-01-16,29,21,Dec 18/25 - V1 sent to Province,Jan 16/26 - Signed,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Jan 16/26 - Signed
Jan 13/26 - V2 rec'd; Adobe Sign
Dec 18/25 - V1 sent to Province
Dec 17/25 - with Sian"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-772 Amd SCO-720 Maestro FW Impl,39,V1,ADSL,2026-01-14,2026-01-15,2,2,Jan 14/26 - with Sian,Jan 15/26 - V1 sent to Province,,,"Feb 9/26 - Signed
Feb 3/26 - Adobe Sign
Jan 15/26 - V1 sent to Province
Jan 14/26 - with Sian"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-772 Amd SCO-720 Maestro FW Impl,39,V1,SIGNINGTIME,2026-01-16,2026-02-09,25,17,Jan 15/26 - V1 sent to Province,Feb 9/26 - Signed,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Feb 9/26 - Signed
Feb 3/26 - Adobe Sign
Jan 15/26 - V1 sent to Province
Jan 14/26 - with Sian"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-775 Amend 712 3PG Refresh,40,V1,ADSL,2026-01-16,2026-01-21,6,4,Jan 16/26 - with Dor / Cathy,Jan 21/26 - V1 sent to the Province,"ESIT-AS appears in the source text and ownership is not yet classified; confirm whether this should count as ADSL, CSBC, or signing time.",,"Feb 3/26 - Signed
Feb 2/26 - Adobe Sign
Jan 30/26 - V2 sent to ESIT-AS
Jan 21/26 - V1 sent to the Province
Jan 21/26 - with Sian
Jan 16/26 - with Dor / Cathy"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-775 Amend 712 3PG Refresh,40,V2,ADSL,2026-01-30,2026-01-30,1,1,Jan 30/26 - V2 sent to ESIT-AS,Jan 30/26 - V2 sent to ESIT-AS,"ESIT-AS appears in the source text and ownership is not yet classified; confirm whether this should count as ADSL, CSBC, or signing time.",V2 was sent while V2 was the inferred pending receiver version; this was treated as ADSL same-version turnaround rather than creating both-party ownership.,"Feb 3/26 - Signed
Feb 2/26 - Adobe Sign
Jan 30/26 - V2 sent to ESIT-AS
Jan 21/26 - V1 sent to the Province
Jan 21/26 - with Sian
Jan 16/26 - with Dor / Cathy"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-775 Amend 712 3PG Refresh,40,V2,SIGNINGTIME,2026-01-31,2026-02-03,4,2,Jan 30/26 - V2 sent to ESIT-AS,Feb 3/26 - Signed,"ESIT-AS appears in the source text and ownership is not yet classified; confirm whether this should count as ADSL, CSBC, or signing time.","V2 was sent out and the next meaningful event was signing/final, so no V3 CSBC editing row was created.","Feb 3/26 - Signed
Feb 2/26 - Adobe Sign
Jan 30/26 - V2 sent to ESIT-AS
Jan 21/26 - V1 sent to the Province
Jan 21/26 - with Sian
Jan 16/26 - with Dor / Cathy"
Next Gen Shared File Phase 6,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-777 Amd SCO-PROV-710 PS for Next Gen SF Phase 6,41,V1,ADSL,2026-01-22,2026-01-28,7,5,Jan 22/26 - with Yale Ashraff,Jan 28/26 - V1 sent to Province,"ESIT-AS appears in the source text and ownership is not yet classified; confirm whether this should count as ADSL, CSBC, or signing time.",,"Feb 4/26 - Signed
Feb 4/26 - Adobe Sign
Feb 4/26 - V2 sent to ESIT- AS
Jan 28/26 - V1 sent to Province
Jan 26/26 -  with Tyler
Jan 22/26 - with Yale Ashraff"
Next Gen Shared File Phase 6,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-777 Amd SCO-PROV-710 PS for Next Gen SF Phase 6,41,V2,ADSL,2026-02-04,2026-02-04,1,1,Feb 4/26 - V2 sent to ESIT- AS,Feb 4/26 - V2 sent to ESIT- AS,"ESIT-AS appears in the source text and ownership is not yet classified; confirm whether this should count as ADSL, CSBC, or signing time.",V2 was sent while V2 was the inferred pending receiver version; this was treated as ADSL same-version turnaround rather than creating both-party ownership.,"Feb 4/26 - Signed
Feb 4/26 - Adobe Sign
Feb 4/26 - V2 sent to ESIT- AS
Jan 28/26 - V1 sent to Province
Jan 26/26 -  with Tyler
Jan 22/26 - with Yale Ashraff"
Next Gen Shared File Phase 6,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-777 Amd SCO-PROV-710 PS for Next Gen SF Phase 6,41,V2,SIGNINGTIME,2026-02-04,2026-02-04,1,1,Feb 4/26 - V2 sent to ESIT- AS,Feb 4/26 - Signed,"ESIT-AS appears in the source text and ownership is not yet classified; confirm whether this should count as ADSL, CSBC, or signing time. | Same-day ESIT-AS send/signing sequence; confirm whether ESIT-AS should be counted as ADSL, CSBC, or SIGNINGTIME.","V2 was sent out and the next meaningful event was signing/final, so no V3 CSBC editing row was created. | The source shows V2 sent to ESIT-AS and signing completed on the same day, so the signing interval is kept as a one-day same-day boundary rather than inventing another version.","Feb 4/26 - Signed
Feb 4/26 - Adobe Sign
Feb 4/26 - V2 sent to ESIT- AS
Jan 28/26 - V1 sent to Province
Jan 26/26 -  with Tyler
Jan 22/26 - with Yale Ashraff"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-782 Amd SCO-743 iStore Repl,42,V1,ADSL,2026-02-13,2026-02-13,1,1,Feb 13/26 - V1 sent to Province,Feb 13/26 - V1 sent to Province,,,"Mar 16/26 - Signed
Feb 13/26 - V1 sent to Province"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-782 Amd SCO-743 iStore Repl,42,V1,SIGNINGTIME,2026-02-14,2026-02-14,1,0,Feb 13/26 - V1 sent to Province,Feb 13/26 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Mar 16/26 - Signed
Feb 13/26 - V1 sent to Province"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-788 Amd SCO-709 PS ChkPt Maestro FW Imp,43,V1,ADSL,2026-03-02,2026-03-03,2,2,Mar 2/26 - with Michelle C/ Cathy,Mar 3/26 - V1 sent to Province,,,"Mar 20/26 - Signed
Mar 19/26 - Adobe Sign
Mar 18/26 - V2 rec'd; V3 sent to Province
Mar 3/26 - V1 sent to Province
Mar 2/26 - with Michelle C/ Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-788 Amd SCO-709 PS ChkPt Maestro FW Imp,43,V2,CSBC,2026-03-04,2026-03-18,15,11,Mar 3/26 - V1 sent to Province,Mar 18/26 - V2 rec'd; V3 sent to Province,,,"Mar 20/26 - Signed
Mar 19/26 - Adobe Sign
Mar 18/26 - V2 rec'd; V3 sent to Province
Mar 3/26 - V1 sent to Province
Mar 2/26 - with Michelle C/ Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-788 Amd SCO-709 PS ChkPt Maestro FW Imp,43,V3,ADSL,2026-03-18,2026-03-18,1,1,Mar 18/26 - V2 rec'd; V3 sent to Province,Mar 18/26 - V2 rec'd; V3 sent to Province,,"Same-day receive/send turnaround: V2 was received and V3 was sent on the same dated line, so ADSL owns V3 on that day only.","Mar 20/26 - Signed
Mar 19/26 - Adobe Sign
Mar 18/26 - V2 rec'd; V3 sent to Province
Mar 3/26 - V1 sent to Province
Mar 2/26 - with Michelle C/ Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-788 Amd SCO-709 PS ChkPt Maestro FW Imp,43,V3,SIGNINGTIME,2026-03-19,2026-03-20,2,2,Mar 18/26 - V2 rec'd; V3 sent to Province,Mar 20/26 - Signed,,"V3 was sent out and the next meaningful event was signing/final, so no V4 CSBC editing row was created.","Mar 20/26 - Signed
Mar 19/26 - Adobe Sign
Mar 18/26 - V2 rec'd; V3 sent to Province
Mar 3/26 - V1 sent to Province
Mar 2/26 - with Michelle C/ Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,CR-CAP-038 Maestro GEN_SEC Refresh,44,V1,ADSL,2025-03-31,2025-04-01,2,2,Mar 31/25 - with Sam,"Apr 1/25 - V1 sent to Province, pending tech stew",,,"Aug 27/25 - Signed
Aug 26/25 - approved for signing; Province to confirm signatory
Aug 7/25 - V3 sent to Province
Aug 6/25 - V2.3 rec'd
July 8/25 - V1.1 sent to Province
July 7/25 - V1.1 with Cathy/Joyce
July 4/25 - Joyce updating table
June 27/25 - internal meeting scheduled for July 4
June 24/25 - with Sam / Joyce
June 12/25 - Still waiting on quotes for a few replacement items
May 27/25 - Pending client design approval and final quotes from vendors.
May 15/25 - Brian and Sam discussing
Apr 22/25 - No Tech Stew approval needed, Province has V1
Apr 1/25 - V1 sent to Province, pending tech stew
Mar 31/25 - with Sam"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,CR-CAP-038 Maestro GEN_SEC Refresh,44,V1,SIGNINGTIME,2025-04-02,2025-08-27,148,106,"Apr 1/25 - V1 sent to Province, pending tech stew",Aug 27/25 - Signed,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Aug 27/25 - Signed
Aug 26/25 - approved for signing; Province to confirm signatory
Aug 7/25 - V3 sent to Province
Aug 6/25 - V2.3 rec'd
July 8/25 - V1.1 sent to Province
July 7/25 - V1.1 with Cathy/Joyce
July 4/25 - Joyce updating table
June 27/25 - internal meeting scheduled for July 4
June 24/25 - with Sam / Joyce
June 12/25 - Still waiting on quotes for a few replacement items
May 27/25 - Pending client design approval and final quotes from vendors.
May 15/25 - Brian and Sam discussing
Apr 22/25 - No Tech Stew approval needed, Province has V1
Apr 1/25 - V1 sent to Province, pending tech stew
Mar 31/25 - with Sam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V1,ADSL,2025-06-25,2025-07-04,10,8,June 25/25 - with Cathy / Adam,July 4/25 - V1 sent to Province,,,"Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V2,CSBC,2025-07-05,2025-07-22,18,12,July 4/25 - V1 sent to Province,July 22/25 - V1.1 sent to Province,V1.1 was sent while prior inferred V2 CSBC interval was still open; confirm missing return sequence.,,"Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V1.1,ADSL,2025-07-22,2025-07-22,1,1,July 22/25 - V1.1 sent to Province,July 22/25 - V1.1 sent to Province,V1.1 was sent while prior inferred V2 CSBC interval was still open; confirm missing return sequence.,,"Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V2.1,CSBC,2025-07-23,2025-07-28,6,4,July 22/25 - V1.1 sent to Province,July 28/25 - V2.1 rec'd,"Expected Province/CSBC version V2 after prior send, but source says V2.1 returned/back/received.",,"Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V3,ADSL,2025-07-29,2025-07-30,2,2,July 28/25 - V2.1 rec'd,July 30/25 - V3 sent to Province,,,"Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V3,SIGNINGTIME,2025-07-31,2025-07-31,1,1,July 30/25 - V3 sent to Province,July 30/25 - V3 sent to Province,,"V3 was sent out and the next meaningful event was signing/final, so no V4 CSBC editing row was created.","Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V1,ADSL,2025-07-07,2025-07-08,2,2,July 7/25 - with Cathy,July 8/25 - V1 sent to Province,,,"Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V2,CSBC,2025-07-09,2025-07-21,13,9,July 8/25 - V1 sent to Province,July 21/25 - V2 rec'd,,,"Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V3,ADSL,2025-07-22,2025-07-23,2,2,July 21/25 - V2 rec'd,July 23/25 - V3 sent to Province,,,"Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V4,CSBC,2025-07-24,2025-07-29,6,4,July 23/25 - V3 sent to Province,July 29/25 - response sent to Province,Version number was inferred as V1 from an unversioned Province submission line. | V1 was sent while prior inferred V4 CSBC interval was still open; confirm missing return sequence.,"The source said submitted/sent to Province without a version number, so V1 was inferred from the current version sequence.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V1,ADSL,2025-07-29,2025-07-29,1,1,July 29/25 - response sent to Province,July 29/25 - response sent to Province,Version number was inferred as V1 from an unversioned Province submission line. | V1 was sent while prior inferred V4 CSBC interval was still open; confirm missing return sequence.,"The source said submitted/sent to Province without a version number, so V1 was inferred from the current version sequence.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V1,SIGNINGTIME,2025-07-30,2025-08-21,23,17,July 29/25 - response sent to Province,Aug 21/25 - Signed,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,47,V1,ADSL,2025-08-19,2025-08-20,2,2,Aug 19/25 - with Cathy,Aug 20/25 - V1 sent to Province,,,"Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,47,V2,CSBC,2025-08-21,2025-09-10,21,15,Aug 20/25 - V1 sent to Province,Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement,,,"Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,47,V3,ADSL,2025-09-11,2025-10-23,43,31,Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement,Oct 23/25 - quote rec'd; V3 sent to Province,,,"Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,47,V3,SIGNINGTIME,2025-10-24,2025-10-24,1,1,Oct 23/25 - quote rec'd; V3 sent to Province,Oct 23/25 - quote rec'd; V3 sent to Province,,"V3 was sent out and the next meaningful event was signing/final, so no V4 CSBC editing row was created.","Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-068 MCS OpenShift Custom HW,48,V1,ADSL,2025-08-25,2025-08-26,2,2,Aug 25/25 - with Sian,Aug 26/25 - V1 sent to Province,,,"Sept 11/25 - Signed
Aug 26/25 - V1 sent to Province
Aug 25/25 - with Sian"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-068 MCS OpenShift Custom HW,48,V1,SIGNINGTIME,2025-08-27,2025-08-27,1,1,Aug 26/25 - V1 sent to Province,Aug 26/25 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Sept 11/25 - Signed
Aug 26/25 - V1 sent to Province
Aug 25/25 - with Sian"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V1,ADSL,2025-08-28,2025-08-28,1,1,Aug 28/25 - V1 sent to Province,Aug 28/25 - V1 sent to Province,,,"Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V2,CSBC,2025-08-29,2025-09-09,12,8,Aug 28/25 - V1 sent to Province,Sept 9/25 - V2 rec'd; with Joyce,,,"Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V3,ADSL,2025-09-10,2025-09-10,1,1,Sept 9/25 - V2 rec'd; with Joyce,Sept 10/25 - V3 sent to Province,,,"Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V4,CSBC,2025-09-11,2025-09-16,6,4,Sept 10/25 - V3 sent to Province,Sept 16/25 - V4 rec'd,,,"Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V5,ADSL,2025-09-17,2025-09-17,1,1,Sept 16/25 - V4 rec'd,Sept 17/25 - V5 sent to Province,,,"Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V5,SIGNINGTIME,2025-09-18,2025-09-18,1,1,Sept 17/25 - V5 sent to Province,Sept 17/25 - V5 sent to Province,,"V5 was sent out and the next meaningful event was signing/final, so no V6 CSBC editing row was created.","Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Completed SCOs.xlsx,CR-CAP-073 MCS OpenShift Custom HW,50,V1,ADSL,2025-08-28,2025-09-03,7,5,Aug 28/25 - with Cathy / Bruce,Sept 3/25 - V1 sent to Province,,,"Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
