projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,raw_status_text
King's Printer Migration,88,hint matched: printer,"SCO-PROV-497 MPS Updates to Table 1, 2, and 9 of Sch 23 s5.11 MPS fees",40,V4.1,ADSL,2023-05-03,2023-05-03,1,1,May 3/23 - V4.1 Sent to Province,May 3/23 - V4.1 Sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""King's Printer Migration"" -> ""SCO-PROV-497 MPS Updates to Table 1, 2, and 9 of Sch 23 s5.11 MPS fees"" (hint matched: printer, score 88).","May 11/23 - New pricing back from HP, sent email to HP with question
May 8/23 - CO 117 still needs to be signed for HP, but awaiting a response from Scott on the three printers
May 8/ 23 - SCO signed, will need an amendment once pricing comes back from HP to re-add the three removed devices
May 8/23 - Province agreed to move to signatures, with Sian
May 5/23 - V6 Sent to Province
May 4/23 - Question with Sarka at HP
May 4/23 - V5 Back from Province
May 3/23 - V4.1 Sent to Province
May 2/23 - V4 sent to Province
Apr 27/23 - V3 sent to Province
Apr 24/23 - Question to HP - mtg with HP on Apr 27
Mar 29/23 - Province comments received
Mar 17/23 - V1 sent to Province
Mar 17/23 - With Sian for approval
Mar 16/23 - Draft with Lori for approval
Mar 7/23 - To draft SCO
Mar 7/23 - With Jen to Draft upon Province direction"
King's Printer Migration,88,hint matched: printer,"SCO-PROV-497 MPS Updates to Table 1, 2, and 9 of Sch 23 s5.11 MPS fees",40,V5,CSBC,2023-05-03,2023-05-04,2,2,Next day after: May 2/23 - V4 sent to Province,May 4/23 - V5 Back from Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""King's Printer Migration"" -> ""SCO-PROV-497 MPS Updates to Table 1, 2, and 9 of Sch 23 s5.11 MPS fees"" (hint matched: printer, score 88).","May 11/23 - New pricing back from HP, sent email to HP with question
May 8/23 - CO 117 still needs to be signed for HP, but awaiting a response from Scott on the three printers
May 8/ 23 - SCO signed, will need an amendment once pricing comes back from HP to re-add the three removed devices
May 8/23 - Province agreed to move to signatures, with Sian
May 5/23 - V6 Sent to Province
May 4/23 - Question with Sarka at HP
May 4/23 - V5 Back from Province
May 3/23 - V4.1 Sent to Province
May 2/23 - V4 sent to Province
Apr 27/23 - V3 sent to Province
Apr 24/23 - Question to HP - mtg with HP on Apr 27
Mar 29/23 - Province comments received
Mar 17/23 - V1 sent to Province
Mar 17/23 - With Sian for approval
Mar 16/23 - Draft with Lori for approval
Mar 7/23 - To draft SCO
Mar 7/23 - With Jen to Draft upon Province direction"
King's Printer Migration,88,hint matched: printer,"SCO-PROV-497 MPS Updates to Table 1, 2, and 9 of Sch 23 s5.11 MPS fees",40,V6,ADSL,2023-05-05,2023-05-05,1,1,Next day after: May 4/23 - V5 Back from Province,May 5/23 - V6 Sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""King's Printer Migration"" -> ""SCO-PROV-497 MPS Updates to Table 1, 2, and 9 of Sch 23 s5.11 MPS fees"" (hint matched: printer, score 88).","May 11/23 - New pricing back from HP, sent email to HP with question
May 8/23 - CO 117 still needs to be signed for HP, but awaiting a response from Scott on the three printers
May 8/ 23 - SCO signed, will need an amendment once pricing comes back from HP to re-add the three removed devices
May 8/23 - Province agreed to move to signatures, with Sian
May 5/23 - V6 Sent to Province
May 4/23 - Question with Sarka at HP
May 4/23 - V5 Back from Province
May 3/23 - V4.1 Sent to Province
May 2/23 - V4 sent to Province
Apr 27/23 - V3 sent to Province
Apr 24/23 - Question to HP - mtg with HP on Apr 27
Mar 29/23 - Province comments received
Mar 17/23 - V1 sent to Province
Mar 17/23 - With Sian for approval
Mar 16/23 - Draft with Lori for approval
Mar 7/23 - To draft SCO
Mar 7/23 - With Jen to Draft upon Province direction"
King's Printer Migration,88,hint matched: printer,"SCO-PROV-497 MPS Updates to Table 1, 2, and 9 of Sch 23 s5.11 MPS fees",40,V6,SIGNINGTIME,2023-05-08,2023-05-08,1,1,"May 8/23 - CO 117 still needs to be signed for HP, but awaiting a response from Scott on the three printers","May 8/23 - Province agreed to move to signatures, with Sian","Lori: please confirm this project/SCO mapping. This is an educated guess: ""King's Printer Migration"" -> ""SCO-PROV-497 MPS Updates to Table 1, 2, and 9 of Sch 23 s5.11 MPS fees"" (hint matched: printer, score 88).","May 11/23 - New pricing back from HP, sent email to HP with question
May 8/23 - CO 117 still needs to be signed for HP, but awaiting a response from Scott on the three printers
May 8/ 23 - SCO signed, will need an amendment once pricing comes back from HP to re-add the three removed devices
May 8/23 - Province agreed to move to signatures, with Sian
May 5/23 - V6 Sent to Province
May 4/23 - Question with Sarka at HP
May 4/23 - V5 Back from Province
May 3/23 - V4.1 Sent to Province
May 2/23 - V4 sent to Province
Apr 27/23 - V3 sent to Province
Apr 24/23 - Question to HP - mtg with HP on Apr 27
Mar 29/23 - Province comments received
Mar 17/23 - V1 sent to Province
Mar 17/23 - With Sian for approval
Mar 16/23 - Draft with Lori for approval
Mar 7/23 - To draft SCO
Mar 7/23 - With Jen to Draft upon Province direction"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-083 MCCS Virtual Connections,242,V1,ADSL,2025-10-02,2025-10-08,7,5,Oct 2/25 - with Cathy/Killian,Oct 8/25 - V1 sent to Province,,"Nov 21/25 - Adobe Sign
Nov 4/25 - Sam confirmed which VC get standup fee
Oct 27/25 - V1.1 sent to Province
Oct 24/25 - V1.1 with Shane/Cathy
Oct 22/25 - V1.1 with Killian / Cathy
Oct 8/25 - V1 sent to Province
Oct 2/25 - with Cathy/Killian"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-083 MCCS Virtual Connections,242,V2,CSBC,2025-10-09,2025-11-04,27,19,Next day after: Oct 8/25 - V1 sent to Province,Nov 4/25 - Sam confirmed which VC get standup fee,Lori: inferred handoff to ADSL from internal ADSL work line; please confirm.,"Nov 21/25 - Adobe Sign
Nov 4/25 - Sam confirmed which VC get standup fee
Oct 27/25 - V1.1 sent to Province
Oct 24/25 - V1.1 with Shane/Cathy
Oct 22/25 - V1.1 with Killian / Cathy
Oct 8/25 - V1 sent to Province
Oct 2/25 - with Cathy/Killian"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-083 MCCS Virtual Connections,242,V1.1,ADSL,2025-10-22,2025-10-27,6,4,Oct 22/25 - V1.1 with Killian / Cathy,Oct 27/25 - V1.1 sent to Province,,"Nov 21/25 - Adobe Sign
Nov 4/25 - Sam confirmed which VC get standup fee
Oct 27/25 - V1.1 sent to Province
Oct 24/25 - V1.1 with Shane/Cathy
Oct 22/25 - V1.1 with Killian / Cathy
Oct 8/25 - V1 sent to Province
Oct 2/25 - with Cathy/Killian"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-083 MCCS Virtual Connections,242,V2,SIGNINGTIME,2025-11-21,2025-11-21,1,1,Nov 21/25 - Adobe Sign,Nov 21/25 - Adobe Sign,,"Nov 21/25 - Adobe Sign
Nov 4/25 - Sam confirmed which VC get standup fee
Oct 27/25 - V1.1 sent to Province
Oct 24/25 - V1.1 with Shane/Cathy
Oct 22/25 - V1.1 with Killian / Cathy
Oct 8/25 - V1 sent to Province
Oct 2/25 - with Cathy/Killian"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-087 MCCS Azure VCs,247,V1,ADSL,2025-11-14,2025-11-18,5,3,Nov 14/25 - with Yale / Cathy,Nov 18/25 - V1 sent to Province,,"Dec 2/25 - re-sent to Adobe Sign
Nov 27/25 - Adobe Sign
Nov 18/25 - V1 sent to Province
Nov 14/25 - with Yale / Cathy"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-087 MCCS Azure VCs,247,V1,SIGNINGTIME,2025-11-27,2025-12-02,6,4,Nov 27/25 - Adobe Sign,Dec 2/25 - re-sent to Adobe Sign,,"Dec 2/25 - re-sent to Adobe Sign
Nov 27/25 - Adobe Sign
Nov 18/25 - V1 sent to Province
Nov 14/25 - with Yale / Cathy"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-101 MCCS CAS VCs,260,V1,ADSL,2025-12-19,2025-12-19,1,1,Dec 19/25 - V1 sent to Province,Dec 19/25 - V1 sent to Province,,"Jan 22/26 - Adobe Sign
Dec 19/25 - V1 sent to Province"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-101 MCCS CAS VCs,260,V1,SIGNINGTIME,2026-01-22,2026-01-22,1,1,Jan 22/26 - Adobe Sign,Jan 22/26 - Adobe Sign,,"Jan 22/26 - Adobe Sign
Dec 19/25 - V1 sent to Province"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-128 Amd CAP-101 MCCS CAS VCs,285,V1,ADSL,2026-03-12,2026-03-17,6,4,Mar 12/26 - with Tyler,Mar 17/26 - V1 sent to Province,,"Mar 30/26 - Adobe Sign
Mar 24/26 - Province question with Shane; V3 sent to Province 
Mar 19/26 - V2 rec'd; with RM (Kevin)
Mar 17/26 - V1 sent to Province
Mar 12/26 - with Tyler"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-128 Amd CAP-101 MCCS CAS VCs,285,V2,CSBC,2026-03-18,2026-03-19,2,2,Next day after: Mar 17/26 - V1 sent to Province,Mar 19/26 - V2 rec'd; with RM (Kevin),,"Mar 30/26 - Adobe Sign
Mar 24/26 - Province question with Shane; V3 sent to Province 
Mar 19/26 - V2 rec'd; with RM (Kevin)
Mar 17/26 - V1 sent to Province
Mar 12/26 - with Tyler"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-128 Amd CAP-101 MCCS CAS VCs,285,V3,ADSL,2026-03-20,2026-03-24,5,3,Next day after: Mar 19/26 - V2 rec'd; with RM (Kevin),Mar 24/26 - Province question with Shane; V3 sent to Province,,"Mar 30/26 - Adobe Sign
Mar 24/26 - Province question with Shane; V3 sent to Province 
Mar 19/26 - V2 rec'd; with RM (Kevin)
Mar 17/26 - V1 sent to Province
Mar 12/26 - with Tyler"
MCCS - Service Expansion,100,token overlap 1/1,CR-CAP-128 Amd CAP-101 MCCS CAS VCs,285,V3,SIGNINGTIME,2026-03-30,2026-03-30,1,1,Mar 30/26 - Adobe Sign,Mar 30/26 - Adobe Sign,,"Mar 30/26 - Adobe Sign
Mar 24/26 - Province question with Shane; V3 sent to Province 
Mar 19/26 - V2 rec'd; with RM (Kevin)
Mar 17/26 - V1 sent to Province
Mar 12/26 - with Tyler"
MCCS - Service Expansion,100,token overlap 1/1,SCO-PROV-696 Amd SCO-579 MCCS,100,V1,ADSL,2024-11-20,2024-12-02,13,9,"Nov 20/24 - Killian requested to extend end date, waiting on approved PCR",Dec 2/24 - V1 sent to Province,,"Dec 17/24 - Province sent Final
Dec 12/24 - Final sent to Province
Dec 11/24 - Province agreed to move to final, with Elaine
Dec 2/24 - V1 sent to Province
Dec 2/24 - With Tyler, with Sian
Nov 20/24 - Killian requested to extend end date, waiting on approved PCR"
MCCS - Service Expansion,100,token overlap 1/1,SCO-PROV-696 Amd SCO-579 MCCS,100,V1,SIGNINGTIME,2024-12-11,2024-12-12,2,2,"Dec 11/24 - Province agreed to move to final, with Elaine",Dec 12/24 - Final sent to Province,,"Dec 17/24 - Province sent Final
Dec 12/24 - Final sent to Province
Dec 11/24 - Province agreed to move to final, with Elaine
Dec 2/24 - V1 sent to Province
Dec 2/24 - With Tyler, with Sian
Nov 20/24 - Killian requested to extend end date, waiting on approved PCR"
MCCS - Service Expansion,100,project phrase appears,SCO-PROV-735 MCCS Service Expansion,113,V1,ADSL,2025-04-11,2025-05-06,26,18,Apr 11/25 - SOW approved to move to SCO,"May 6/25 - Followed up with Sian, V1 sent to Province",,"May 29/25 - Completed
May 26/25 - Send via AS for sigs
May 23/25 - Province agreed to move to final
May 8/25 - V2.1 rec'd; V3 sent to Province
May 6/25 - Followed up with Sian, V1 sent to Province
Apr 29/25 - With Tyler, with Sian
Apr 28/25 - With Killian and Cathy
Apr 11/25 - SOW approved to move to SCO"
MCCS - Service Expansion,100,project phrase appears,SCO-PROV-735 MCCS Service Expansion,113,V2.1,CSBC,2025-05-07,2025-05-08,2,2,"Next day after: May 6/25 - Followed up with Sian, V1 sent to Province",May 8/25 - V2.1 rec'd; V3 sent to Province,,"May 29/25 - Completed
May 26/25 - Send via AS for sigs
May 23/25 - Province agreed to move to final
May 8/25 - V2.1 rec'd; V3 sent to Province
May 6/25 - Followed up with Sian, V1 sent to Province
Apr 29/25 - With Tyler, with Sian
Apr 28/25 - With Killian and Cathy
Apr 11/25 - SOW approved to move to SCO"
MCCS - Service Expansion,100,project phrase appears,SCO-PROV-735 MCCS Service Expansion,113,V2.1,SIGNINGTIME,2025-05-23,2025-05-29,7,5,May 23/25 - Province agreed to move to final,May 29/25 - Completed,,"May 29/25 - Completed
May 26/25 - Send via AS for sigs
May 23/25 - Province agreed to move to final
May 8/25 - V2.1 rec'd; V3 sent to Province
May 6/25 - Followed up with Sian, V1 sent to Province
Apr 29/25 - With Tyler, with Sian
Apr 28/25 - With Killian and Cathy
Apr 11/25 - SOW approved to move to SCO"
MCCS - Service Expansion,100,token overlap 1/1,SCO-PROV-760 Amd SCO-739 MCCS,138,V1,ADSL,2025-09-03,2025-09-03,1,1,Sept 3/25 - V1 sent to Province,Sept 3/25 - V1 sent to Province,,"Sept 10/25 - Adobe Sign
Sept 3/25 - V1 sent to Province"
MCCS - Service Expansion,100,token overlap 1/1,SCO-PROV-760 Amd SCO-739 MCCS,138,V1,SIGNINGTIME,2025-09-10,2025-09-10,1,1,Sept 10/25 - Adobe Sign,Sept 10/25 - Adobe Sign,,"Sept 10/25 - Adobe Sign
Sept 3/25 - V1 sent to Province"
MCCS - Service Expansion,100,token overlap 1/1,SCO-PROV-773 Amd SCO-735 MCCS Srvc Exp,154,V1,ADSL,2026-01-20,2026-01-20,1,1,Jan 20/26 - V1 sent to Province,Jan 20/26 - V1 sent to Province,,"Feb 2/26 - Adobe Sign
Jan 20/26 - V1 sent to Province 
Waiting for breakdown of additional hours by role"
MCCS - Service Expansion,100,token overlap 1/1,SCO-PROV-773 Amd SCO-735 MCCS Srvc Exp,154,V1,SIGNINGTIME,2026-02-02,2026-02-02,1,1,Feb 2/26 - Adobe Sign,Feb 2/26 - Adobe Sign,,"Feb 2/26 - Adobe Sign
Jan 20/26 - V1 sent to Province 
Waiting for breakdown of additional hours by role"
MFA for BC SAG,100,project phrase appears,SCO-PROV-516 Amd SCO-443 MFA for BC SAG,59,V1,ADSL,2023-03-22,2023-05-18,58,42,Mar 22/23 - Pricing provided,May 18/23 - V1 sent to Province,,"Nov 28/23 - Completed
Nov 27/23 - Final sent to Province 
Nov 27/23 - Province agreed to move to final, with Sian
Nov 6/23 - V12 sent to Province
Oct 27/23 - V11 rec'd; with Cathy/Chris
Oct 25/23 - V10 sent to Province
Oct 24/23 - V9 rec'd from Province
Oct 19/23 - V8.1 submitted to Province
Oct 16/23 - with Cathy
Oct 8/23 - V8.1 with Cathy/Jen
Oct 5/23 - Followed up with Chris
Sept 19/23 - followed up with Chris re: his take-aways from meeting
Sept 11/23 - internal meeting scheduled for Sept 14
Sept 5/23 - V8 send to Province
Aug 22/23 - Question out to Ops again, then back to Cathy
Aug 9/23- V7 back from Province, question with Cathy
Aug 1/23 - V6 sent to Province 
July 17/23 - Emailed group for clarity
July 11/23 - Followed up with Chris again
July 6/23 - Follwed up with Chris/Lori
June 27/23 - Internal question out to Lori and Chris
June 23/23 - V5 back from Province
June 16/23 - V4 sent to Province
June 15/23 - New pricing from Cathy
June 13/23 - Internal meeting scheduled for June 15
June 12/23 - V4 with Lori/Cathy to answer comments
June 8/23 - V3 back from Province
June 5/23 - V2 sent to Province
June 5/23 - With Cathy to format pricing
May 18/23 - V1 sent to Province
May 18/23 - With Sian for approval
May 16/23 - Followed up with Lori
May 10/23 - Sent V1 to Lori for approval
May 3/23 - Followed up with Lori
Apr 26/23 - Sent to Lori for approval
Mar 28/23 - With Cathy
Mar 27/23 - With Cathy/Lori for review
Mar 22/23 - Pricing provided"
MFA for BC SAG,100,project phrase appears,SCO-PROV-516 Amd SCO-443 MFA for BC SAG,59,V2,CSBC,2023-05-19,2023-06-05,18,12,Next day after: May 18/23 - V1 sent to Province,June 5/23 - With Cathy to format pricing,Lori: inferred handoff to ADSL from internal ADSL work line; please confirm.,"Nov 28/23 - Completed
Nov 27/23 - Final sent to Province 
Nov 27/23 - Province agreed to move to final, with Sian
Nov 6/23 - V12 sent to Province
Oct 27/23 - V11 rec'd; with Cathy/Chris
Oct 25/23 - V10 sent to Province
Oct 24/23 - V9 rec'd from Province
Oct 19/23 - V8.1 submitted to Province
Oct 16/23 - with Cathy
Oct 8/23 - V8.1 with Cathy/Jen
Oct 5/23 - Followed up with Chris
Sept 19/23 - followed up with Chris re: his take-aways from meeting
Sept 11/23 - internal meeting scheduled for Sept 14
Sept 5/23 - V8 send to Province
Aug 22/23 - Question out to Ops again, then back to Cathy
Aug 9/23- V7 back from Province, question with Cathy
Aug 1/23 - V6 sent to Province 
July 17/23 - Emailed group for clarity
July 11/23 - Followed up with Chris again
July 6/23 - Follwed up with Chris/Lori
June 27/23 - Internal question out to Lori and Chris
June 23/23 - V5 back from Province
June 16/23 - V4 sent to Province
June 15/23 - New pricing from Cathy
June 13/23 - Internal meeting scheduled for June 15
June 12/23 - V4 with Lori/Cathy to answer comments
June 8/23 - V3 back from Province
June 5/23 - V2 sent to Province
June 5/23 - With Cathy to format pricing
May 18/23 - V1 sent to Province
May 18/23 - With Sian for approval
May 16/23 - Followed up with Lori
May 10/23 - Sent V1 to Lori for approval
May 3/23 - Followed up with Lori
Apr 26/23 - Sent to Lori for approval
Mar 28/23 - With Cathy
Mar 27/23 - With Cathy/Lori for review
Mar 22/23 - Pricing provided"
MFA for BC SAG,100,project phrase appears,SCO-PROV-516 Amd SCO-443 MFA for BC SAG,59,V2,ADSL,2023-06-05,2023-06-05,1,1,June 5/23 - V2 sent to Province,June 5/23 - V2 sent to Province,,"Nov 28/23 - Completed
Nov 27/23 - Final sent to Province 
Nov 27/23 - Province agreed to move to final, with Sian
Nov 6/23 - V12 sent to Province
Oct 27/23 - V11 rec'd; with Cathy/Chris
Oct 25/23 - V10 sent to Province
Oct 24/23 - V9 rec'd from Province
Oct 19/23 - V8.1 submitted to Province
Oct 16/23 - with Cathy
Oct 8/23 - V8.1 with Cathy/Jen
Oct 5/23 - Followed up with Chris
Sept 19/23 - followed up with Chris re: his take-aways from meeting
Sept 11/23 - internal meeting scheduled for Sept 14
Sept 5/23 - V8 send to Province
Aug 22/23 - Question out to Ops again, then back to Cathy
Aug 9/23- V7 back from Province, question with Cathy
Aug 1/23 - V6 sent to Province 
July 17/23 - Emailed group for clarity
July 11/23 - Followed up with Chris again
July 6/23 - Follwed up with Chris/Lori
June 27/23 - Internal question out to Lori and Chris
June 23/23 - V5 back from Province
June 16/23 - V4 sent to Province
June 15/23 - New pricing from Cathy
June 13/23 - Internal meeting scheduled for June 15
June 12/23 - V4 with Lori/Cathy to answer comments
June 8/23 - V3 back from Province
June 5/23 - V2 sent to Province
June 5/23 - With Cathy to format pricing
May 18/23 - V1 sent to Province
May 18/23 - With Sian for approval
May 16/23 - Followed up with Lori
May 10/23 - Sent V1 to Lori for approval
May 3/23 - Followed up with Lori
Apr 26/23 - Sent to Lori for approval
Mar 28/23 - With Cathy
Mar 27/23 - With Cathy/Lori for review
Mar 22/23 - Pricing provided"
MFA for BC SAG,100,project phrase appears,SCO-PROV-516 Amd SCO-443 MFA for BC SAG,59,V3,ADSL,2023-06-05,2023-06-05,1,1,June 5/23 - With Cathy to format pricing,June 5/23 - V2 sent to Province,,"Nov 28/23 - Completed
Nov 27/23 - Final sent to Province 
Nov 27/23 - Province agreed to move to final, with Sian
Nov 6/23 - V12 sent to Province
Oct 27/23 - V11 rec'd; with Cathy/Chris
Oct 25/23 - V10 sent to Province
Oct 24/23 - V9 rec'd from Province
Oct 19/23 - V8.1 submitted to Province
Oct 16/23 - with Cathy
Oct 8/23 - V8.1 with Cathy/Jen
Oct 5/23 - Followed up with Chris
Sept 19/23 - followed up with Chris re: his take-aways from meeting
Sept 11/23 - internal meeting scheduled for Sept 14
Sept 5/23 - V8 send to Province
Aug 22/23 - Question out to Ops again, then back to Cathy
Aug 9/23- V7 back from Province, question with Cathy
Aug 1/23 - V6 sent to Province 
July 17/23 - Emailed group for clarity
July 11/23 - Followed up with Chris again
July 6/23 - Follwed up with Chris/Lori
June 27/23 - Internal question out to Lori and Chris
June 23/23 - V5 back from Province
June 16/23 - V4 sent to Province
June 15/23 - New pricing from Cathy
June 13/23 - Internal meeting scheduled for June 15
June 12/23 - V4 with Lori/Cathy to answer comments
June 8/23 - V3 back from Province
June 5/23 - V2 sent to Province
June 5/23 - With Cathy to format pricing
May 18/23 - V1 sent to Province
May 18/23 - With Sian for approval
May 16/23 - Followed up with Lori
May 10/23 - Sent V1 to Lori for approval
May 3/23 - Followed up with Lori
Apr 26/23 - Sent to Lori for approval
Mar 28/23 - With Cathy
Mar 27/23 - With Cathy/Lori for review
Mar 22/23 - Pricing provided"
